price,High,Low,Open,Volume,returns,hour,date,sessions,SMA_20,SMA_100,SMA_200,BB_mid,BB_upper,BB_lower,ATR_14,position,ATR_50,long_entry,short_entry,entry_price,entry_ATR,long_exit,short_exit,trade_state,clean_long_entry,clean_long_exit,clean_short_entry,clean_short_exit
1.1653653383255005,1.1653653383255005,1.164958119392395,1.164958119392395,0,0.0004660554416111528,1,2025-08-28,deadzone,1.1644969701766967,1.1621647334098817,1.1632690000534058,1.1644969701766967,1.1653428218794142,1.1636511184739793,0.0003197448594230038,0,,0,0,,,0,1,0,0,0,0,0
1.164958119392395,1.1653653383255005,1.164822340011597,1.1653653383255005,0,-0.0003494956340948137,1,2025-08-28,deadzone,1.164557981491089,1.162170159816742,1.1632845658063888,1.164557981491089,1.1653474479634565,1.1637685150187214,0.00032948596136910576,0,,0,0,,,0,1,0,0,0,0,0
1.164686679840088,1.1650937795639038,1.1645511388778689,1.1650937795639038,0,-0.00023303084970287673,1,2025-08-28,deadzone,1.1645986497402192,1.1621755838394165,1.1632987743616103,1.1645986497402192,1.165320517050279,1.1638767824301595,0.00033920151846744684,0,,0,0,,,0,1,0,0,0,0,0
1.164822340011597,1.164822340011597,1.164686679840088,1.164686679840088,0,0.00011647104218645991,1,2025-08-28,deadzone,1.1646325528621673,1.1621837186813355,1.1633143359422684,1.1646325528621673,1.1653277671495572,1.1639373385747773,0.00033921003341670045,0,,0,0,,,0,1,0,0,0,0,0
1.1656370162963867,1.1657729148864746,1.164822340011597,1.164822340011597,0,0.0006991551393250349,2,2025-08-28,asia,1.1647004067897797,1.162198646068573,1.1633170521259308,1.1647004067897797,1.1655067383214368,1.1638940752581226,0.0003780467169624784,0,,0,0,,,0,1,0,0,0,0,0
1.1655012369155884,1.1657729148864746,1.1655012369155884,1.1655012369155884,0,-0.0001164919161398875,2,2025-08-28,asia,1.164775025844574,1.162214925289154,1.1633170521259308,1.164775025844574,1.1655880819557223,1.1639619697334256,0.0003780807767595088,0,,0,0,,,0,1,0,0,0,0,0
1.1655012369155884,1.1655012369155884,1.165229558944702,1.1655012369155884,0,0.0,2,2025-08-28,asia,1.1648360908031463,1.1622312045097352,1.1633163732290268,1.1648360908031463,1.1656756054309085,1.163996576175384,0.00037811483655653913,0,,0,0,,,0,1,0,0,0,0,0
1.1656370162963867,1.1656370162963867,1.1653653383255005,1.1653653383255005,0,0.0001164919161399544,2,2025-08-28,asia,1.1649174988269806,1.16225154876709,1.1633190894126892,1.1649174988269806,1.1657347273203882,1.164100270333573,0.00037814889635355364,0,,0,0,,,0,1,0,0,0,0,0
1.1657729148864746,1.1657729148864746,1.1655012369155884,1.1656370162963867,0,0.0001165806050871255,3,2025-08-28,asia,1.1649921476840972,1.1622800183296205,1.1633265542984008,1.1649921476840972,1.1658364661464264,1.164147829221768,0.00036847591400143313,0,,0,0,,,0,1,0,0,0,0,0
1.1650937795639038,1.1656370162963867,1.1650937795639038,1.1656370162963867,0,-0.0005827320313134607,3,2025-08-28,asia,1.1650260627269744,1.1623016965389252,1.1633306235074996,1.1650260627269744,1.165826184722822,1.1642259407311268,0.00040729556764871965,0,,0,0,,,0,1,0,0,0,0,0
