Datetime,Close,High,Low,Open,Volume
2025-09-01 23:00:00+00:00,147.14700317382812,147.177001953125,147.13499450683594,147.1649932861328,0
2025-09-01 23:15:00+00:00,147.08099365234375,147.156005859375,147.05499267578125,147.14700317382812,0
2025-09-01 23:30:00+00:00,147.0709991455078,147.0919952392578,147.05999755859375,147.072998046875,0
2025-09-01 23:45:00+00:00,147.08999633789062,147.10299682617188,147.0399932861328,147.0659942626953,0
2025-09-02 00:00:00+00:00,147.302001953125,147.30799865722656,147.08200073242188,147.0850067138672,0
2025-09-02 00:15:00+00:00,147.33299255371094,147.33599853515625,147.27200317382812,147.2969970703125,0
2025-09-02 00:30:00+00:00,147.33799743652344,147.35299682617188,147.27999877929688,147.32400512695312,0
2025-09-02 00:45:00+00:00,147.30499267578125,147.35899353027344,147.2030029296875,147.33700561523438,0
2025-09-02 01:00:00+00:00,147.31399536132812,147.4010009765625,147.28799438476562,147.2969970703125,0
2025-09-02 01:15:00+00:00,147.26600646972656,147.36300659179688,147.2469940185547,147.31500244140625,0
2025-09-02 01:30:00+00:00,147.4409942626953,147.54600524902344,147.18699645996094,147.25799560546875,0
2025-09-02 01:45:00+00:00,147.53599548339844,147.58399963378906,147.4290008544922,147.4340057373047,0
2025-09-02 02:00:00+00:00,147.68499755859375,147.69200134277344,147.52200317382812,147.53599548339844,0
2025-09-02 02:15:00+00:00,147.64599609375,147.71600341796875,147.64599609375,147.68499755859375,0
2025-09-02 02:30:00+00:00,147.64700317382812,147.68299865722656,147.60000610351562,147.64500427246094,0
2025-09-02 02:45:00+00:00,147.65699768066406,147.677001953125,147.6300048828125,147.63999938964844,0
2025-09-02 03:00:00+00:00,147.58700561523438,147.67300415039062,147.56700134277344,147.65699768066406,0
2025-09-02 03:15:00+00:00,147.60000610351562,147.63999938964844,147.5800018310547,147.5850067138672,0
2025-09-02 03:30:00+00:00,147.70899963378906,147.7270050048828,147.593994140625,147.5959930419922,0
2025-09-02 03:45:00+00:00,147.69900512695312,147.75,147.69400024414062,147.70899963378906,0
2025-09-02 04:00:00+00:00,147.7760009765625,147.78599548339844,147.6840057373047,147.69900512695312,0
2025-09-02 04:15:00+00:00,147.80499267578125,147.82200622558594,147.76499938964844,147.78399658203125,0
2025-09-02 04:30:00+00:00,147.7729949951172,147.86099243164062,147.718994140625,147.80499267578125,0
2025-09-02 04:45:00+00:00,147.72000122070312,147.77499389648438,147.6790008544922,147.7689971923828,0
2025-09-02 05:00:00+00:00,147.77999877929688,147.7969970703125,147.6929931640625,147.7169952392578,0
2025-09-02 05:15:00+00:00,147.85800170898438,147.86900329589844,147.72799682617188,147.7790069580078,0
2025-09-02 05:30:00+00:00,147.83299255371094,147.90199279785156,147.8159942626953,147.85699462890625,0
2025-09-02 05:45:00+00:00,147.91299438476562,147.9239959716797,147.82899475097656,147.83399963378906,0
2025-09-02 06:00:00+00:00,147.98500061035156,147.98800659179688,147.9010009765625,147.91799926757812,0
2025-09-02 06:15:00+00:00,147.98699951171875,148.05099487304688,147.93299865722656,147.98500061035156,0
2025-09-02 06:30:00+00:00,148.01400756835938,148.02699279785156,147.93099975585938,147.98699951171875,0
2025-09-02 06:45:00+00:00,147.95799255371094,148.0330047607422,147.94900512695312,148.01400756835938,0
2025-09-02 07:00:00+00:00,148.25,148.27699279785156,147.9459991455078,147.96800231933594,0
2025-09-02 07:15:00+00:00,148.4250030517578,148.46200561523438,148.156005859375,148.25,0
2025-09-02 07:30:00+00:00,148.46600341796875,148.6719970703125,148.39999389648438,148.427001953125,0
2025-09-02 07:45:00+00:00,148.64999389648438,148.7429962158203,148.43800354003906,148.45599365234375,0
2025-09-02 08:00:00+00:00,148.57000732421875,148.79299926757812,148.5590057373047,148.656005859375,0
2025-09-02 08:15:00+00:00,148.34100341796875,148.5780029296875,148.31700134277344,148.5659942626953,0
2025-09-02 08:30:00+00:00,148.322998046875,148.43600463867188,148.2169952392578,148.34300231933594,0
2025-09-02 08:45:00+00:00,148.43899536132812,148.51400756835938,148.30499267578125,148.322998046875,0
2025-09-02 09:00:00+00:00,148.53599548339844,148.56500244140625,148.36700439453125,148.43499755859375,0
2025-09-02 09:15:00+00:00,148.6020050048828,148.64599609375,148.53399658203125,148.53500366210938,0
2025-09-02 09:30:00+00:00,148.51600646972656,148.63600158691406,148.5030059814453,148.6020050048828,0
2025-09-02 09:45:00+00:00,148.5590057373047,148.5989990234375,148.4770050048828,148.50999450683594,0
2025-09-02 10:00:00+00:00,148.57899475097656,148.67100524902344,148.53199768066406,148.55599975585938,0
2025-09-02 10:15:00+00:00,148.65899658203125,148.70899963378906,148.56900024414062,148.57400512695312,0
2025-09-02 10:30:00+00:00,148.60699462890625,148.66799926757812,148.52999877929688,148.6649932861328,0
2025-09-02 10:45:00+00:00,148.6009979248047,148.6699981689453,148.55599975585938,148.60800170898438,0
2025-09-02 11:00:00+00:00,148.58099365234375,148.68299865722656,148.50799560546875,148.5919952392578,0
2025-09-02 11:15:00+00:00,148.66299438476562,148.68699645996094,148.55099487304688,148.58099365234375,0
2025-09-02 11:30:00+00:00,148.62600708007812,148.74400329589844,148.5959930419922,148.66299438476562,0
2025-09-02 11:45:00+00:00,148.6199951171875,148.656005859375,148.58599853515625,148.6199951171875,0
2025-09-02 12:00:00+00:00,148.69400024414062,148.7209930419922,148.52699279785156,148.6219940185547,0
2025-09-02 12:15:00+00:00,148.81300354003906,148.86599731445312,148.69000244140625,148.70199584960938,0
2025-09-02 12:30:00+00:00,148.88099670410156,148.9250030517578,148.74400329589844,148.8040008544922,0
2025-09-02 12:45:00+00:00,148.82400512695312,148.94500732421875,148.7830047607422,148.87600708007812,0
2025-09-02 13:00:00+00:00,148.58900451660156,148.84800720214844,148.5760040283203,148.822998046875,0
